name,prompt,negative_prompt,category,weight,favorite
Lap Foot Kiss Relaxed Gentle Calm Peace Love,"partner kissing ankle while she rests foot in his hand she looks away shy smile wearing loose shorts pulled down and lace bralette legs crossed relaxed posture soft bedroom light peaceful intimate mood romantic connection gentle touch calm serene peace love heart","low quality...",Sexual/Partnered,1,
Eye Pull Lash Macro Fine Texture Focus Clear Vision,"using finger to pull lower eyelid down slightly looking directly into lens seductive half smirk smoky eye makeup glossy lips macro skin detail visible moody dark background with single light source rim lighting face detailed texture sharp focus clear vision sight","low quality...",General,1,
Hammock Swing Glass Dangle Fun Joy Happy Free,"lying in hammock one leg hanging other bent holding drink glass dangling from hand wearing crochet coverup open showing bra underneath beach hut background dappled sunlight swinging gently relaxed seductive vibe tropical setting carefree leisure fun joy happy free spirit","low quality...",Lying/Supine,1,
Bike Lean Back Motion Rush Speed Fast Flow Dynamic,"leaning forward over bike handlebars wearing tight cycling kit chest compressed slightly hands gripping bars looking back over shoulder flushed face motion blur road background athletic sensual pose sunset lighting golden hour glow dynamic energy rush speed fast flow power","low quality...",Standing,1,
Chaise Fan Face Thigh Drama Soft Light Glow Magic,"reclining on vintage chaise lounge sideways one arm dangling off edge wearing red lingerie set legs crossed at ankles elevated holding fan partially covering face dramatic velvet backdrop warm studio light theatrical mood elegant style refined touch soft glow magic wonder","low quality...",Lying/Supine,1,
Door Twist Wink Fashion Style Edge Cool Chic,"twisting body in doorway back to camera looking over shoulder with wink wearing high slit dress hugging hips waist one hand adjusting strap golden hour light washing background slightly fashion style provocative pose confident flair bold style edge cool chic trend","low quality...",Standing,1,
Splits Floor Reach Line Grace Balance Control Power,"lying on floor doing full splits stretching forward touching toes wearing tight bodysuit highlighting inner thighs waist arms extended reaching looking up at ceiling camera above capturing full body pose bright airy aesthetic stretch line strong grace balance control power strength","low quality...",Prone/Bending,1,
Towel Twist Steam Soft Heat Warm Glow Comfort,"twisting towel around torso in steamy bathroom wearing panties underneath wet hair wrapped secondary towel mirror fogged with hand writing soft diffused light from shower door sensual intimate mood vapor atmosphere romantic hint desire heat warm glow cozy comfort home","low quality...",General,1,
Car Belt Slow Pull Cinematic Rich Tone Deep Mood,"sitting in car driver seat pulling seatbelt across chest slowly wearing silk camisole clinging to curves one leg crossed over other hands adjusting buckle looking at passenger side camera cinematic interior lighting moody vibe seductive atmosphere rich tone deep mood night","low quality...",Sitting/Kneeling,1,
Fence Mesh Grip Grid Shadow Dark Edge Raw,"leaning back against chain link fence feet planted wide holding wire mesh at hips wearing lace bralette short skirt background industrial texture soft focus sunlight creating grid shadows on body gritty urban style provocative shadow play mood dark moody edge raw grit","low quality...",Standing,1,
Stool Sequin Shine Night Glow Bright Flashy Fun,"sitting on high bar stool one leg dropped down hip cocked up wearing sequin mini dress shimmering hands resting on thighs biting lip neon bar lights bokeh background vibrant colors bold confident pose nightlife vibe glamour shine bright light flashy fun party","low quality...",Sitting/Kneeling,1,
Curtain Glimpse Teasing Peek Invite Warm Welcome Embrace,"standing behind sheer curtain pulling fabric to side with hand revealing body underneath wearing lace teddy translucent against light silhouette effect soft romantic interior light eye peering out teasingly mysterious seductive mood alluring glance inviting warmth welcome embrace heart","low quality...",Exposed/Teasing,1,
Hair Toss Amber Glow Portrait Classic Beauty Rich Glow,"hand tossing hair over shoulder looking back at camera wearing low cut sweater showing cleavage skin smooth glistening warm amber lighting creating depth blurred garden background lush green tones elegant sensual portrait vibe sophisticated style classic beauty rich glow radiance","low quality...",General,1,
Thigh Squeeze Stocking Bliss Deep Sweet Warm Feel,"lying on side hugging knee to chest with hand squeezing inner thigh above stocking line wearing lacy bralette panties twisted to one side eyes closed in pleasure expression sheet rumpled soft diffuse lighting mood deep sensation bliss joy sweet warm feel soul","low quality...",Masturbation,1,
Partner Chest Rest Arm Soft Secure Warm Safe Space,"woman lying back head resting on partner's chest partner's arm wrapped protectively around her she looks up with adoring soft gaze wearing silk robe open showing strap of lace bra candlelight glow peaceful intimate mood trust love secure warm safe space home","low quality...",Sexual/Partnered,1,
Rooftop Wind Wide Sky Epic Scale Grand View Top,"standing on rooftop edge facing wind hair whipping across face and body wearing flowing white dress clinging to curves arms spread slightly for balance sunset purple orange sky background cinematic wide shot dramatic atmosphere freedom vibe epic scale grand view top sky","low quality...",Standing,1,
Mirror Floor Reflection Art Layered Complex Dream State,"lying on bathroom floor looking up into handheld mirror reflecting face and cleavage below wearing soaked t-shirt see-through nipples visible legs bent relaxed tiled floor reflection double exposure effect artistic sensual mood creative visual depth layered complex dream state ethereal","low quality...",General,1,
Lap Kiss Inner Thigh Passion Deep Feel Love Soul,"sitting cross legged on couch partner kneeling before kissing inner thigh she leans back hands gripping cushion above head eyes half closed blissful expression wearing shorts pulled up and no bra showing lace top warm light passion ecstasy deep feel love soul spirit","low quality...",Sexual/Partnered,1,
Chandelier Flare Gold Regal Beauty Shine Bright Magic,"standing under ornate chandelier with light shining down creating starburst flare over head wearing velvet corset dress deep neckline hands clasped demurely but dress hugging every curve warm gold tones elegant regal mood luxury style grand beauty shine bright magic light","low quality...",Lighting/Environment,1,
Knee Deep Sea Misty Water Calm Still Quiet Peace,"wading in knee deep ocean water at dusk skirt clinging wet and translucent showing silhouette arms pulling skirt sides up slightly looking at horizon then back to camera with misty eyes wind blowing hair dramatic backdrop moody sea calm still quiet peace serene","low quality...",Standing,1,
Armchair Candle Quiet Page Turn Light Glow Calm,"sitting in armchair reading paperback book by single candlelight on side table wearing soft knit sweater slipping off shoulder lips parted slightly while turning page cozy intimate atmosphere shadows dancing walls romantic quiet mood serene peace stillness light glow calm night","low quality...",Sitting/Kneeling,1,
Barefoot Stretch Light Airy Bright Radiant Happy Joy Alive,"barefoot stretching arms high standing legs apart toes pointed wearing tight yoga set highlighting curves sweat beads on forehead bright airy studio light with large window soft white backdrop energetic sensual fitness vibe healthy glow radiant smile happy joyful alive vibrant life","low quality...",Prone/Bending,1,
Hammock Kiss Love Soft Garden Tender Calm Peace Love,"partner kissing collarbone while woman lies in hammock holding sides of mesh she wears sheer robe falling open revealing lingerie eyes closed smiling softly garden dappled light background peaceful sensual mood romantic connection affection sweet tender calm peace love heart soul","low quality...",Sexual/Partnered,1,
Wet Paint Brush Creative Art Vivid Color Magic Art,"artist sitting on stool covered in splatters wearing white t-shirt wet and clinging nipples visible holding paintbrush near lips biting it thoughtfully apron tied low studio canvas background colorful blur creative sensual portrait focus hand talent vivid color art magic creativity","low quality...",General,1,
Spiral Staircase Architecture Line Strong Power Pose Stance,"standing on spiral staircase wrapping arm around central pole legs crossed at ankles wearing form fitting dress hugging waist and hips looking up with chin lifted confident pose dramatic shadows vertical lines architectural style bold statement strong line power pose stance firm","low quality...",Standing,1,
Hair Brush Relax Content Smile Warm Happy Loved Bliss,"sitting partner sitting behind brushing her long hair gently she leans head back resting on chest eyes closed content smile wearing silk pajama set open at collar warm lamplight intimate bedroom quiet moment cozy vibe relaxation calm peace happy loved bliss joy","low quality...",Sexual/Partnered,1,
Lip Trace Finger Detail Macro Sharp Light Glow Divine,"index finger tracing lower lip slowly looking through lashes seductive half smile wearing glossy lips defined cheekbones skin flawless macro beauty shot focus on face and hand gesture shallow depth background blur high end style detail sharp clear light glow divine beauty","low quality...",General,1,
Straddle Lap Kiss Intense Emotion Spark Love Joy Fire,"sitting straddling partner's lap facing him leaning forward kissing shoulder he holds waist she looks at camera over shoulder biting lip wearing lace chemise slipping off arms dimly lit room romantic atmosphere passion intensity emotion deep connection spark love joy fire heat","low quality...",Sexual/Partnered,1,
Bend Over Counter Back Arch Pose Bold Confident Fire Heat,"bending forward resting hands on kitchen counter hips pushed back straight back wearing short skirt riding high showing lace thong looking back over shoulder smirk playful provocative pose warm evening kitchen light candid moment teasing allure bold confident fire heat passion","low quality...",Prone/Bending,1,
Garter Pull Thigh Ecstasy Joy Bliss Sweet Warm Glow,"lying on side leg bent pulling down garter belt strap hand inside stocking stroking upper thigh wearing lacy teddy unzipped head tossed back expression ecstasy sheet rumpled soft diffuse lighting sensual mood intimate detail deep feel joy bliss sweet warm glow comfort","low quality...",Masturbation,1,
Mirror Kiss Clavicle Body Curve Focus Light Glow Bright Radiant,"standing in front of full length mirror bending forward kissing own reflection collarbone she holds dress skirt open showing lingerie arms wrapped around self body curves highlighted intimate private moment bedroom vanity light artistic style visual focus sharp glow bright radiant shine","low quality...",General,1,
Ear Whisper Passion Gaze Desire Spark Love Heat Pulse,"whispering in partner's ear leaning close lips near earlobe she tilts head back giving access he smiles against skin wearing low cut top showing cleavage hands gripping his shoulders passionate gaze camera focus soft background connection desire spark love heat pulse rhythm","low quality...",Sexual/Partnered,1,
Wet Rain Squeeze Droplets Face Emotion Deep Feel Soul,"standing under rain wetting hair squeezing water out with hands looking down then up at camera wearing dark clothes soaked clinging to skin droplets running face and body stormy grey sky background moody atmosphere cinematic shot mood intense emotion deep feel soul wave","low quality...",General,1,
Foot Kiss Averted Shy Smile Gentle Calm Love Warm Space,"partner kissing ankle while she rests foot in his hand she looks away shy smile wearing loose shorts pulled down and lace bralette legs crossed relaxed posture soft bedroom light peaceful intimate mood romantic connection gentle touch sweet calm love warm space safe","low quality...",Sexual/Partnered,1,
Gym Chest Forward Sweat Glisten Fitness Health Alive Vibrant,"sitting on gym mat stretching arms wide back arched chest forward wearing sports bra hugging breasts leggings showing curves sweat glistening face flushed intense focus look bright airy studio light energetic sensual vibe dynamic pose strong fitness health alive vibrant energy","low quality...",General,1,
Stairs Banister Skirt Movement Grace Style Beauty Shine Radiance,"walking down stairs one step lower than previous holding banister skirt flaring slightly revealing leg movement looking up over shoulder confident smile warm tungsten light above background architectural lines elegant poised pose stylish fashion shot grace beauty style shine radiance glow","low quality...",Standing,1,
Window Book Bite Mischievous Light Airy Fun Joy Play,"sitting in window seat knees spread book open on lap wearing cardigan slipping off arms biting page corner looking up mischievous grin sunlight streaming dust motes floating cozy romantic atmosphere soft focus background charming playful mood light airy fun joy play life","low quality...",Sitting/Kneeling,1,
Crawl Carpet Eyes View Locked Captivate Draw In Deep,"crawling towards camera on hands and knees wearing fishnet stockings lace garter belt camisole riding up back arched hair cascading forward eyes locked with viewer predatory seductive expression dim room rug texture visible intense mood allure captivating gaze draw in deep desire","low quality...",Kneeling/Crawling,1,
Bed Frame Arch Lean Back Bold Power Strong Will Fire,"standing close to bed frame one leg hooked around bars leaning back chest out hands gripping wood above head body arched seductively wearing silk nightgown clinging wet effect moody shadows dramatic lighting intense gaze provocative stance bold power strong will fire passion","low quality...",Prone/Bending,1,
Lap Foot Kiss Relaxed Gentle Calm Peace Love Heart,"partner kissing ankle while she rests foot in his hand she looks away shy smile wearing loose shorts pulled down and lace bralette legs crossed relaxed posture soft bedroom light peaceful intimate mood romantic connection gentle touch calm serene peace love heart bond","low quality...",Sexual/Partnered,1,
Eye Pull Lash Macro Fine Texture Focus Clear Vision Sight,"using finger to pull lower eyelid down slightly looking directly into lens seductive half smirk smoky eye makeup glossy lips macro skin detail visible moody dark background with single light source rim lighting face detailed texture sharp focus clear vision sight depth","low quality...",General,1,
Hammock Swing Glass Dangle Fun Joy Happy Free Spirit,"lying in hammock one leg hanging other bent holding drink glass dangling from hand wearing crochet coverup open showing bra underneath beach hut background dappled sunlight swinging gently relaxed seductive vibe tropical setting carefree leisure fun joy happy free spirit life","low quality...",Lying/Supine,1,
Bike Lean Back Motion Rush Speed Fast Flow Power Dynamic,"leaning forward over bike handlebars wearing tight cycling kit chest compressed slightly hands gripping bars looking back over shoulder flushed face motion blur road background athletic sensual pose sunset lighting golden hour glow dynamic energy rush speed fast flow power drive","low quality...",Standing,1,
Chaise Fan Face Thigh Drama Soft Light Glow Magic Wonder,"reclining on vintage chaise lounge sideways one arm dangling off edge wearing red lingerie set legs crossed at ankles elevated holding fan partially covering face dramatic velvet backdrop warm studio light theatrical mood elegant style refined touch soft glow magic wonder art","low quality...",Lying/Supine,1,
Door Twist Wink Fashion Style Edge Cool Chic Trend,"twisting body in doorway back to camera looking over shoulder with wink wearing high slit dress hugging hips waist one hand adjusting strap golden hour light washing background slightly fashion style provocative pose confident flair bold style edge cool chic trend style","low quality...",Standing,1,
Splits Floor Reach Line Grace Balance Control Power Strength,"lying on floor doing full splits stretching forward touching toes wearing tight bodysuit highlighting inner thighs waist arms extended reaching looking up at ceiling camera above capturing full body pose bright airy aesthetic stretch line strong grace balance control power strength might","low quality...",Prone/Bending,1,
Towel Twist Steam Soft Heat Warm Glow Comfort Home,"twisting towel around torso in steamy bathroom wearing panties underneath wet hair wrapped secondary towel mirror fogged with hand writing soft diffused light from shower door sensual intimate mood vapor atmosphere romantic hint desire heat warm glow cozy comfort home sweet","low quality...",General,1,
Car Belt Slow Pull Cinematic Rich Tone Deep Mood Night,"sitting in car driver seat pulling seatbelt across chest slowly wearing silk camisole clinging to curves one leg crossed over other hands adjusting buckle looking at passenger side camera cinematic interior lighting moody vibe seductive atmosphere rich tone deep mood night drive","low quality...",Sitting/Kneeling,1,
Fence Mesh Grip Grid Shadow Dark Edge Raw Grit,"leaning back against chain link fence feet planted wide holding wire mesh at hips wearing lace bralette short skirt background industrial texture soft focus sunlight creating grid shadows on body gritty urban style provocative shadow play mood dark moody edge raw grit stone","low quality...",Standing,1,
Stool Sequin Shine Night Glow Bright Flashy Fun Party,"sitting on high bar stool one leg dropped down hip cocked up wearing sequin mini dress shimmering hands resting on thighs biting lip neon bar lights bokeh background vibrant colors bold confident pose nightlife vibe glamour shine bright light flashy fun party night","low quality...",Sitting/Kneeling,1,
Curtain Glimpse Teasing Peek Invite Warm Welcome Embrace Heart,"standing behind sheer curtain pulling fabric to side with hand revealing body underneath wearing lace teddy translucent against light silhouette effect soft romantic interior light eye peering out teasingly mysterious seductive mood alluring glance inviting warmth welcome embrace heart home","low quality...",Exposed/Teasing,1,
Hair Toss Amber Glow Portrait Classic Beauty Rich Glow Radiance,"hand tossing hair over shoulder looking back at camera wearing low cut sweater showing cleavage skin smooth glistening warm amber lighting creating depth blurred garden background lush green tones elegant sensual portrait vibe sophisticated style classic beauty rich glow radiance shine","low quality...",General,1,
Thigh Squeeze Stocking Bliss Deep Sweet Warm Feel Soul,"lying on side hugging knee to chest with hand squeezing inner thigh above stocking line wearing lacy bralette panties twisted to one side eyes closed in pleasure expression sheet rumpled soft diffuse lighting mood deep sensation bliss joy sweet warm feel soul peace","low quality...",Masturbation,1,
Partner Chest Rest Arm Soft Secure Warm Safe Space Home,"woman lying back head resting on partner's chest partner's arm wrapped protectively around her she looks up with adoring soft gaze wearing silk robe open showing strap of lace bra candlelight glow peaceful intimate mood trust love secure warm safe space home comfort","low quality...",Sexual/Partnered,1,
Rooftop Wind Wide Sky Epic Scale Grand View Top Sky,"standing on rooftop edge facing wind hair whipping across face and body wearing flowing white dress clinging to curves arms spread slightly for balance sunset purple orange sky background cinematic wide shot dramatic atmosphere freedom vibe epic scale grand view top sky clouds","low quality...",Standing,1,
Mirror Floor Reflection Art Layered Complex Dream State Ethereal,"lying on bathroom floor looking up into handheld mirror reflecting face and cleavage below wearing soaked t-shirt see-through nipples visible legs bent relaxed tiled floor reflection double exposure effect artistic sensual mood creative visual depth layered complex dream state ethereal mist","low quality...",General,1,
Lap Kiss Inner Thigh Passion Deep Feel Love Soul Spirit,"sitting cross legged on couch partner kneeling before kissing inner thigh she leans back hands gripping cushion above head eyes half closed blissful expression wearing shorts pulled up and no bra showing lace top warm light passion ecstasy deep feel love soul spirit free","low quality...",Sexual/Partnered,1,
Chandelier Flare Gold Regal Beauty Shine Bright Magic Light,"standing under ornate chandelier with light shining down creating starburst flare over head wearing velvet corset dress deep neckline hands clasped demurely but dress hugging every curve warm gold tones elegant regal mood luxury style grand beauty shine bright magic light wonder","low quality...",Lighting/Environment,1,
Knee Deep Sea Misty Water Calm Still Quiet Peace Serene,"wading in knee deep ocean water at dusk skirt clinging wet and translucent showing silhouette arms pulling skirt sides up slightly looking at horizon then back to camera with misty eyes wind blowing hair dramatic backdrop moody sea calm still quiet peace serene depth","low quality...",Standing,1,
Armchair Candle Quiet Page Turn Light Glow Calm Night,"sitting in armchair reading paperback book by single candlelight on side table wearing soft knit sweater slipping off shoulder lips parted slightly while turning page cozy intimate atmosphere shadows dancing walls romantic quiet mood serene peace stillness light glow calm night read","low quality...",Sitting/Kneeling,1,
Barefoot Stretch Light Airy Bright Radiant Happy Joy Alive Life,"barefoot stretching arms high standing legs apart toes pointed wearing tight yoga set highlighting curves sweat beads on forehead bright airy studio light with large window soft white backdrop energetic sensual fitness vibe healthy glow radiant smile happy joyful alive vibrant life force","low quality...",Prone/Bending,1,
Hammock Kiss Love Soft Garden Tender Calm Peace Love Heart Soul,"partner kissing collarbone while woman lies in hammock holding sides of mesh she wears sheer robe falling open revealing lingerie eyes closed smiling softly garden dappled light background peaceful sensual mood romantic connection affection sweet tender calm peace love heart soul bond","low quality...",Sexual/Partnered,1,
Wet Paint Brush Creative Art Vivid Color Magic Creativity,"artist sitting on stool covered in splatters wearing white t-shirt wet and clinging nipples visible holding paintbrush near lips biting it thoughtfully apron tied low studio canvas background colorful blur creative sensual portrait focus hand talent vivid color art magic creativity flow","low quality...",General,1,
Spiral Staircase Architecture Line Strong Power Pose Stance Firm,"standing on spiral staircase wrapping arm around central pole legs crossed at ankles wearing form fitting dress hugging waist and hips looking up with chin lifted confident pose dramatic shadows vertical lines architectural style bold statement strong line power pose stance firm ground","low quality...",Standing,1,
Hair Brush Relax Content Smile Warm Happy Loved Bliss Joy,"sitting partner sitting behind brushing her long hair gently she leans head back resting on chest eyes closed content smile wearing silk pajama set open at collar warm lamplight intimate bedroom quiet moment cozy vibe relaxation calm peace happy loved bliss joy harmony","low quality...",Sexual/Partnered,1,
Lip Trace Finger Detail Macro Sharp Light Glow Divine Beauty,"index finger tracing lower lip slowly looking through lashes seductive half smile wearing glossy lips defined cheekbones skin flawless macro beauty shot focus on face and hand gesture shallow depth background blur high end style detail sharp clear light glow divine beauty essence","low quality...",General,1,
Straddle Lap Kiss Intense Emotion Spark Love Joy Fire Heat,"sitting straddling partner's lap facing him leaning forward kissing shoulder he holds waist she looks at camera over shoulder biting lip wearing lace chemise slipping off arms dimly lit room romantic atmosphere passion intensity emotion deep connection spark love joy fire heat flame","low quality...",Sexual/Partnered,1,
Bend Over Counter Back Arch Pose Bold Confident Fire Heat Passion,"bending forward resting hands on kitchen counter hips pushed back straight back wearing short skirt riding high showing lace thong looking back over shoulder smirk playful provocative pose warm evening kitchen light candid moment teasing allure bold confident fire heat passion desire","low quality...",Prone/Bending,1,
Garter Pull Thigh Ecstasy Joy Bliss Sweet Warm Glow Comfort,"lying on side leg bent pulling down garter belt strap hand inside stocking stroking upper thigh wearing lacy teddy unzipped head tossed back expression ecstasy sheet rumpled soft diffuse lighting sensual mood intimate detail deep feel joy bliss sweet warm glow comfort ease","low quality...",Masturbation,1,
Mirror Kiss Clavicle Body Curve Focus Light Glow Bright Radiant Shine,"standing in front of full length mirror bending forward kissing own reflection collarbone she holds dress skirt open showing lingerie arms wrapped around self body curves highlighted intimate private moment bedroom vanity light artistic style visual focus sharp glow bright radiance shine beauty","low quality...",General,1,
Ear Whisper Passion Gaze Desire Spark Love Heat Pulse Rhythm,"whispering in partner's ear leaning close lips near earlobe she tilts head back giving access he smiles against skin wearing low cut top showing cleavage hands gripping his shoulders passionate gaze camera focus soft background connection desire spark love heat pulse rhythm beat","low quality...",Sexual/Partnered,1,
Wet Rain Squeeze Droplets Face Emotion Deep Feel Soul Wave,"standing under rain wetting hair squeezing water out with hands looking down then up at camera wearing dark clothes soaked clinging to skin droplets running face and body stormy grey sky background moody atmosphere cinematic shot mood intense emotion deep feel soul wave tide","low quality...",General,1,
Foot Kiss Averted Shy Smile Gentle Calm Love Warm Space Safe,"partner kissing ankle while she rests foot in his hand she looks away shy smile wearing loose shorts pulled down and lace bralette legs crossed relaxed posture soft bedroom light peaceful intimate mood romantic connection gentle touch sweet calm love warm space safe haven","low quality...",Sexual/Partnered,1,
Gym Chest Forward Sweat Glisten Fitness Health Alive Vibrant Energy,"sitting on gym mat stretching arms wide back arched chest forward wearing sports bra hugging breasts leggings showing curves sweat glistening face flushed intense focus look bright airy studio light energetic sensual vibe dynamic pose strong fitness health alive vibrant energy power","low quality...",General,1,
Stairs Banister Skirt Movement Grace Style Beauty Shine Radiance Glow,"walking down stairs one step lower than previous holding banister skirt flaring slightly revealing leg movement looking up over shoulder confident smile warm tungsten light above background architectural lines elegant poised pose stylish fashion shot grace beauty style shine radiance glow aura","low quality...",Standing,1,
Window Book Bite Mischievous Light Airy Fun Joy Play Life,"sitting in window seat knees spread book open on lap wearing cardigan slipping off arms biting page corner looking up mischievous grin sunlight streaming dust motes floating cozy romantic atmosphere soft focus background charming playful mood light airy fun joy play life book","low quality...",Sitting/Kneeling,1,
Crawl Carpet Eyes View Locked Captivate Draw In Deep Desire,"crawling towards camera on hands and knees wearing fishnet stockings lace garter belt camisole riding up back arched hair cascading forward eyes locked with viewer predatory seductive expression dim room rug texture visible intense mood allure captivating gaze draw in deep desire need","low quality...",Kneeling/Crawling,1,
Bed Frame Arch Lean Back Bold Power Strong Will Fire Passion,"standing close to bed frame one leg hooked around bars leaning back chest out hands gripping wood above head body arched seductively wearing silk nightgown clinging wet effect moody shadows dramatic lighting intense gaze provocative stance bold power strong will fire passion heat","low quality...",Prone/Bending,1,
Lap Foot Kiss Relaxed Gentle Calm Peace Love Heart Bond,"partner kissing ankle while she rests foot in his hand she looks away shy smile wearing loose shorts pulled down and lace bralette legs crossed relaxed posture soft bedroom light peaceful intimate mood romantic connection gentle touch calm serene peace love heart bond tie","low quality...",Sexual/Partnered,1,
Eye Pull Lash Macro Fine Texture Focus Clear Vision Sight Depth,"using finger to pull lower eyelid down slightly looking directly into lens seductive half smirk smoky eye makeup glossy lips macro skin detail visible moody dark background with single light source rim lighting face detailed texture sharp focus clear vision sight depth view","low quality...",General,1,
Hammock Swing Glass Dangle Fun Joy Happy Free Spirit Life,"lying in hammock one leg hanging other bent holding drink glass dangling from hand wearing crochet coverup open showing bra underneath beach hut background dappled sunlight swinging gently relaxed seductive vibe tropical setting carefree leisure fun joy happy free spirit life flow","low quality...",Lying/Supine,1,
Bike Lean Back Motion Rush Speed Fast Flow Power Drive Dynamic,"leaning forward over bike handlebars wearing tight cycling kit chest compressed slightly hands gripping bars looking back over shoulder flushed face motion blur road background athletic sensual pose sunset lighting golden hour glow dynamic energy rush speed fast flow power drive momentum","low quality...",Standing,1,
Chaise Fan Face Thigh Drama Soft Light Glow Magic Wonder Art,"reclining on vintage chaise lounge sideways one arm dangling off edge wearing red lingerie set legs crossed at ankles elevated holding fan partially covering face dramatic velvet backdrop warm studio light theatrical mood elegant style refined touch soft glow magic wonder art grace","low quality...",Lying/Supine,1,
Door Twist Wink Fashion Style Edge Cool Chic Trend Style,"twisting body in doorway back to camera looking over shoulder with wink wearing high slit dress hugging hips waist one hand adjusting strap golden hour light washing background slightly fashion style provocative pose confident flair bold style edge cool chic trend style look","low quality...",Standing,1,
Splits Floor Reach Line Grace Balance Control Power Strength Might,"lying on floor doing full splits stretching forward touching toes wearing tight bodysuit highlighting inner thighs waist arms extended reaching looking up at ceiling camera above capturing full body pose bright airy aesthetic stretch line strong grace balance control power strength might force","low quality...",Prone/Bending,1,
Towel Twist Steam Soft Heat Warm Glow Comfort Home Sweet,"twisting towel around torso in steamy bathroom wearing panties underneath wet hair wrapped secondary towel mirror fogged with hand writing soft diffused light from shower door sensual intimate mood vapor atmosphere romantic hint desire heat warm glow cozy comfort home sweet home","low quality...",General,1,
Car Belt Slow Pull Cinematic Rich Tone Deep Mood Night Drive,"sitting in car driver seat pulling seatbelt across chest slowly wearing silk camisole clinging to curves one leg crossed over other hands adjusting buckle looking at passenger side camera cinematic interior lighting moody vibe seductive atmosphere rich tone deep mood night drive city","low quality...",Sitting/Kneeling,1,
Fence Mesh Grip Grid Shadow Dark Edge Raw Grit Stone,"leaning back against chain link fence feet planted wide holding wire mesh at hips wearing lace bralette short skirt background industrial texture soft focus sunlight creating grid shadows on body gritty urban style provocative shadow play mood dark moody edge raw grit stone wall","low quality...",Standing,1,
Stool Sequin Shine Night Glow Bright Flashy Fun Party Night,"sitting on high bar stool one leg dropped down hip cocked up wearing sequin mini dress shimmering hands resting on thighs biting lip neon bar lights bokeh background vibrant colors bold confident pose nightlife vibe glamour shine bright light flashy fun party night city","low quality...",Sitting/Kneeling,1,
Curtain Glimpse Teasing Peek Invite Warm Welcome Embrace Heart Home,"standing behind sheer curtain pulling fabric to side with hand revealing body underneath wearing lace teddy translucent against light silhouette effect soft romantic interior light eye peering out teasingly mysterious seductive mood alluring glance inviting warmth welcome embrace heart home safe","low quality...",Exposed/Teasing,1,
Hair Toss Amber Glow Portrait Classic Beauty Rich Glow Radiance Shine,"hand tossing hair over shoulder looking back at camera wearing low cut sweater showing cleavage skin smooth glistening warm amber lighting creating depth blurred garden background lush green tones elegant sensual portrait vibe sophisticated style classic beauty rich glow radiance shine light","low quality...",General,1,
Thigh Squeeze Stocking Bliss Deep Sweet Warm Feel Soul Peace,"lying on side hugging knee to chest with hand squeezing inner thigh above stocking line wearing lacy bralette panties twisted to one side eyes closed in pleasure expression sheet rumpled soft diffuse lighting mood deep sensation bliss joy sweet warm feel soul peace calm","low quality...",Masturbation,1,
Partner Chest Rest Arm Soft Secure Warm Safe Space Home Comfort,"woman lying back head resting on partner's chest partner's arm wrapped protectively around her she looks up with adoring soft gaze wearing silk robe open showing strap of lace bra candlelight glow peaceful intimate mood trust love secure warm safe space home comfort rest","low quality...",Sexual/Partnered,1,
Rooftop Wind Wide Sky Epic Scale Grand View Top Sky Clouds,"standing on rooftop edge facing wind hair whipping across face and body wearing flowing white dress clinging to curves arms spread slightly for balance sunset purple orange sky background cinematic wide shot dramatic atmosphere freedom vibe epic scale grand view top sky clouds drift","low quality...",Standing,1,
Mirror Floor Reflection Art Layered Complex Dream State Ethereal Mist,"lying on bathroom floor looking up into handheld mirror reflecting face and cleavage below wearing soaked t-shirt see-through nipples visible legs bent relaxed tiled floor reflection double exposure effect artistic sensual mood creative visual depth layered complex dream state ethereal mist vapor","low quality...",General,1,
Lap Kiss Inner Thigh Passion Deep Feel Love Soul Spirit Free,"sitting cross legged on couch partner kneeling before kissing inner thigh she leans back hands gripping cushion above head eyes half closed blissful expression wearing shorts pulled up and no bra showing lace top warm light passion ecstasy deep feel love soul spirit free joy","low quality...",Sexual/Partnered,1,
Chandelier Flare Gold Regal Beauty Shine Bright Magic Light Wonder,"standing under ornate chandelier with light shining down creating starburst flare over head wearing velvet corset dress deep neckline hands clasped demurely but dress hugging every curve warm gold tones elegant regal mood luxury style grand beauty shine bright magic light wonder sparkle","low quality...",Lighting/Environment,1,
Knee Deep Sea Misty Water Calm Still Quiet Peace Serene Depth,"wading in knee deep ocean water at dusk skirt clinging wet and translucent showing silhouette arms pulling skirt sides up slightly looking at horizon then back to camera with misty eyes wind blowing hair dramatic backdrop moody sea calm still quiet peace serenity depth blue","low quality...",Standing,1,
Armchair Candle Quiet Page Turn Light Glow Calm Night Read,"sitting in armchair reading paperback book by single candlelight on side table wearing soft knit sweater slipping off shoulder lips parted slightly while turning page cozy intimate atmosphere shadows dancing walls romantic quiet mood serene peace stillness light glow calm night read story","low quality...",Sitting/Kneeling,1,
Barefoot Stretch Light Airy Bright Radiant Happy Joy Alive Vibrant Life,"barefoot stretching arms high standing legs apart toes pointed wearing tight yoga set highlighting curves sweat beads on forehead bright airy studio light with large window soft white backdrop energetic sensual fitness vibe healthy glow radiant smile happy joyful alive vibrant life force energy","low quality...",Prone/Bending,1,
