name,category,prompt,negative_prompt
corridor apparition — Cinematic,Apparitions,"a cinematic corridor apparition, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
aristocratic vampire — Cinematic,Vampires,"a cinematic aristocratic vampire, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
forest werewolf — Cinematic,Werewolves,"a cinematic forest werewolf, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
weathered revenant — Cinematic,Undead,"a cinematic weathered revenant, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain haunted doll — Cinematic,Haunted dolls,"a cinematic porcelain haunted doll, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed music box — Cinematic,Cursed objects,"a cinematic cursed music box, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ritual-circle entity — Cinematic,Occult entities,"a cinematic ritual-circle entity, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
impossible star creature — Cinematic,Cosmic horror,"a cinematic impossible star creature, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moss-covered swamp monster — Cinematic,Swamp monsters,"a cinematic moss-covered swamp monster, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
blind cave crawler — Cinematic,Cave creatures,"a cinematic blind cave crawler, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
abandoned laboratory specimen — Cinematic,Laboratory subjects,"a cinematic abandoned laboratory specimen, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
broadcast interruption figure — Cinematic,Analog horror,"a cinematic broadcast interruption figure, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
doorway shadow figure — Cinematic,Shadow figures,"a cinematic doorway shadow figure, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
symmetrical flesh construct — Cinematic,Body horror,"a cinematic symmetrical flesh construct, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ghostly black dog — Cinematic,Supernatural animals,"a cinematic ghostly black dog, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cathedral beast — Cinematic,Gothic creatures,"a cinematic cathedral beast, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mourning ghost — Cinematic,Ghosts,"a cinematic mourning ghost, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mirror apparition — Cinematic,Apparitions,"a cinematic mirror apparition, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
wandering vampire — Cinematic,Vampires,"a cinematic wandering vampire, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
urban werewolf — Cinematic,Werewolves,"a cinematic urban werewolf, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
armoured skeleton — Cinematic,Undead,"a cinematic armoured skeleton, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cloth haunted doll — Cinematic,Haunted dolls,"a cinematic cloth haunted doll, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed portrait — Cinematic,Cursed objects,"a cinematic cursed portrait, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hooded omen — Cinematic,Occult entities,"a cinematic hooded omen, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
void-born observer — Cinematic,Cosmic horror,"a cinematic void-born observer, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
reed creature — Cinematic,Swamp monsters,"a cinematic reed creature, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crystal cave predator — Cinematic,Cave creatures,"a cinematic crystal cave predator, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
containment-tank humanoid — Cinematic,Laboratory subjects,"a cinematic containment-tank humanoid, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
public-access mascot entity — Cinematic,Analog horror,"a cinematic public-access mascot entity, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
hat-wearing shadow figure — Cinematic,Shadow figures,"a cinematic hat-wearing shadow figure, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
porcelain-skinned mutation — Cinematic,Body horror,"a cinematic porcelain-skinned mutation, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
spectral raven — Cinematic,Supernatural animals,"a cinematic spectral raven, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
velvet-winged night creature — Cinematic,Gothic creatures,"a cinematic velvet-winged night creature, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
railway ghost — Cinematic,Ghosts,"a cinematic railway ghost, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rain-soaked apparition — Cinematic,Apparitions,"a cinematic rain-soaked apparition, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ancient vampire — Cinematic,Vampires,"a cinematic ancient vampire, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
snowfield werewolf — Cinematic,Werewolves,"a cinematic snowfield werewolf, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
silent mummy — Cinematic,Undead,"a cinematic silent mummy, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
clockwork haunted doll — Cinematic,Haunted dolls,"a cinematic clockwork haunted doll, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed telephone — Cinematic,Cursed objects,"a cinematic cursed telephone, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
candlelit watcher — Cinematic,Occult entities,"a cinematic candlelit watcher, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed cosmic entity — Cinematic,Cosmic horror,"a cinematic many-eyed cosmic entity, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog guardian — Cinematic,Swamp monsters,"a cinematic bog guardian, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
echoing tunnel creature — Cinematic,Cave creatures,"a cinematic echoing tunnel creature, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
failed synthetic organism — Cinematic,Laboratory subjects,"a cinematic failed synthetic organism, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
distorted emergency-warning face — Cinematic,Analog horror,"a cinematic distorted emergency-warning face, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bedside silhouette — Cinematic,Shadow figures,"a cinematic bedside silhouette, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
limb-folding creature — Cinematic,Body horror,"a cinematic limb-folding creature, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
many-eyed deer — Cinematic,Supernatural animals,"a cinematic many-eyed deer, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bell-tower watcher — Cinematic,Gothic creatures,"a cinematic bell-tower watcher, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
library ghost — Cinematic,Ghosts,"a cinematic library ghost, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stairwell apparition — Cinematic,Apparitions,"a cinematic stairwell apparition, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked vampire — Cinematic,Vampires,"a cinematic masked vampire, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
elder werewolf — Cinematic,Werewolves,"a cinematic elder werewolf, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
bog corpse — Cinematic,Undead,"a cinematic bog corpse, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ventriloquist dummy — Cinematic,Haunted dolls,"a cinematic ventriloquist dummy, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed camera — Cinematic,Cursed objects,"a cinematic cursed camera, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sigil-bound entity — Cinematic,Occult entities,"a cinematic sigil-bound entity, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
geometric abyss creature — Cinematic,Cosmic horror,"a cinematic geometric abyss creature, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mangrove stalker — Cinematic,Swamp monsters,"a cinematic mangrove stalker, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
pale cavern giant — Cinematic,Cave creatures,"a cinematic pale cavern giant, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
runaway bio-mechanical subject — Cinematic,Laboratory subjects,"a cinematic runaway bio-mechanical subject, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
training-tape intruder — Cinematic,Analog horror,"a cinematic training-tape intruder, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
streetlight shadow person — Cinematic,Shadow figures,"a cinematic streetlight shadow person, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
organic machine hybrid — Cinematic,Body horror,"a cinematic organic machine hybrid, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
shadow horse — Cinematic,Supernatural animals,"a cinematic shadow horse, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
rose-thorn monster — Cinematic,Gothic creatures,"a cinematic rose-thorn monster, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
harbour ghost — Cinematic,Ghosts,"a cinematic harbour ghost, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
window apparition — Cinematic,Apparitions,"a cinematic window apparition, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
ruined-castle vampire — Cinematic,Vampires,"a cinematic ruined-castle vampire, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
moonlit werewolf — Cinematic,Werewolves,"a cinematic moonlit werewolf, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
undead sailor — Cinematic,Undead,"a cinematic undead sailor, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
antique puppet — Cinematic,Haunted dolls,"a cinematic antique puppet, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed wedding dress — Cinematic,Cursed objects,"a cinematic cursed wedding dress, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
masked occult figure — Cinematic,Occult entities,"a cinematic masked occult figure, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
celestial parasite — Cinematic,Cosmic horror,"a cinematic celestial parasite, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
mud-born entity — Cinematic,Swamp monsters,"a cinematic mud-born entity, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
stalactite mimic — Cinematic,Cave creatures,"a cinematic stalactite mimic, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
sealed-room anomaly — Cinematic,Laboratory subjects,"a cinematic sealed-room anomaly, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
signal-born silhouette — Cinematic,Analog horror,"a cinematic signal-born silhouette, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
corner watcher — Cinematic,Shadow figures,"a cinematic corner watcher, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
flowering humanoid mutation — Cinematic,Body horror,"a cinematic flowering humanoid mutation, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
cursed white owl — Cinematic,Supernatural animals,"a cinematic cursed white owl, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
crypt guardian — Cinematic,Gothic creatures,"a cinematic crypt guardian, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
winter ghost — Cinematic,Ghosts,"a cinematic winter ghost, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
field apparition — Cinematic,Apparitions,"a cinematic field apparition, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
nocturnal vampire hunter — Cinematic,Vampires,"a cinematic nocturnal vampire hunter, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
feral lycanthrope — Cinematic,Werewolves,"a cinematic feral lycanthrope, high visual clarity, layered ominous detail and restrained supernatural horror","wrong horror subject, duplicate subject, fused anatomy, malformed structure, unreadable identity, text, watermark"
